都道府県,KEY_CODE,人口,緯度,経度,最寄り店舗距離_km
岩手県,58414232,53,39.02916666666667,141.28125,4.976
岩手県,58414233,191,39.02916666666667,141.29375,4.421
岩手県,58414234,46,39.02916666666667,141.30625,3.916
岩手県,58414235,100,39.02916666666667,141.31875,3.668
岩手県,58414236,69,39.02916666666667,141.33124999999998,3.729
岩手県,58414237,29,39.02916666666667,141.34375,4.086
岩手県,58414238,13,39.02916666666667,141.35625,4.671
岩手県,58414239,8,39.02916666666667,141.36875,5.41
岩手県,58414240,37,39.0375,141.25625,5.253
岩手県,58414243,403,39.0375,141.29375,5.213
岩手県,58414244,19,39.0375,141.30625,4.792
岩手県,58414245,29,39.0375,141.31875,4.592
岩手県,58414246,74,39.0375,141.33124999999998,4.641
岩手県,58414247,128,39.0375,141.34375,4.932
岩手県,58414248,63,39.0375,141.35625,5.426
岩手県,58414249,58,39.0375,141.36875,6.074
岩手県,58414250,18,39.04583333333333,141.25625,6.178
岩手県,58414252,2,39.04583333333333,141.28125,6.562
岩手県,58414253,94,39.04583333333333,141.29375,6.043
岩手県,58414254,75,39.04583333333333,141.30625,5.684
岩手県,58414255,14,39.04583333333333,141.31875,5.516
岩手県,58414256,60,39.04583333333333,141.33124999999998,5.557
岩手県,58414257,63,39.04583333333333,141.34375,5.803
岩手県,58414258,94,39.04583333333333,141.35625,6.228
岩手県,58414259,308,39.04583333333333,141.36875,6.8
岩手県,58414262,20,39.05416666666667,141.28125,7.357
岩手県,58414263,57,39.05416666666667,141.29375,6.898
岩手県,58414264,20,39.05416666666667,141.30625,6.586
岩手県,58414265,8,39.05416666666667,141.31875,6.442
岩手県,58414266,41,39.05416666666667,141.33124999999998,6.477
岩手県,58414267,9,39.05416666666667,141.34375,6.688
岩手県,58414268,63,39.05416666666667,141.35625,7.06
岩手県,58414269,285,39.05416666666667,141.36875,7.57
岩手県,58414272,39,39.0625,141.28125,8.18
岩手県,58414273,60,39.0625,141.29375,7.769
岩手県,58414274,3,39.0625,141.30625,7.494
岩手県,58414275,2,39.0625,141.31875,7.367
岩手県,58414276,56,39.0625,141.33124999999998,7.398
岩手県,58414277,26,39.0625,141.34375,7.584
岩手県,58414278,82,39.0625,141.35625,7.914
岩手県,58414279,119,39.0625,141.36875,8.371
岩手県,58414282,25,39.07083333333334,141.28125,9.022
岩手県,58414283,32,39.07083333333334,141.29375,8.652
岩手県,58414286,12,39.07083333333334,141.33124999999998,8.32
岩手県,58414287,46,39.07083333333334,141.34375,8.486
岩手県,58414288,15,39.07083333333334,141.35625,8.782
岩手県,58414289,18,39.07083333333334,141.36875,9.196
岩手県,58414292,4,39.07916666666667,141.28125,9.88
岩手県,58414297,57,39.07916666666667,141.34375,9.393
岩手県,58414298,79,39.07916666666667,141.35625,9.661
岩手県,58414299,5,39.07916666666667,141.36875,10.039
岩手県,58414300,23,39.00416666666667,141.38125,5.145
岩手県,58414301,37,39.00416666666667,141.39374999999998,6.213
岩手県,58414302,48,39.00416666666667,141.40625,7.284
岩手県,58414303,76,39.00416666666667,141.41875,8.357
岩手県,58414304,42,39.00416666666667,141.43125,9.432
岩手県,58414310,147,39.0125,141.38125,5.38
岩手県,58414311,559,39.0125,141.39374999999998,6.409
岩手県,58414312,350,39.0125,141.40625,7.451
岩手県,58414313,93,39.0125,141.41875,8.503
岩手県,58414314,36,39.0125,141.43125,9.562
岩手県,58414315,11,39.0125,141.44375,10.625
岩手県,58414318,20,39.0125,141.48125,11.972
岩手県,58414319,10,39.0125,141.49375,10.91
岩手県,58414320,102,39.020833333333336,141.38125,5.757
岩手県,58414321,207,39.020833333333336,141.39374999999998,6.727
岩手県,58414322,357,39.020833333333336,141.40625,7.727
岩手県,58414323,61,39.020833333333336,141.41875,8.746
岩手県,58414324,2,39.020833333333336,141.43125,9.778
岩手県,58414329,9,39.020833333333336,141.49375,10.773
岩手県,58414330,9,39.02916666666667,141.38125,6.249
岩手県,58414331,11,39.02916666666667,141.39374999999998,7.153
岩手県,58414332,55,39.02916666666667,141.40625,8.1
岩手県,58414333,138,39.02916666666667,141.41875,9.077
岩手県,58414336,5,39.02916666666667,141.45624999999998,12.114
岩手県,58414339,15,39.02916666666667,141.49375,10.714
岩手県,58414340,62,39.0375,141.38125,6.832
岩手県,58414341,22,39.0375,141.39374999999998,7.668
岩手県,58414342,63,39.0375,141.40625,8.558
岩手県,58414343,71,39.0375,141.41875,9.488
岩手県,58414344,25,39.0375,141.43125,10.447
岩手県,58414345,7,39.0375,141.44375,11.427
岩手県,58414347,3,39.0375,141.46875,12.89
岩手県,58414350,32,39.04583333333333,141.38125,7.485
岩手県,58414351,5,39.04583333333333,141.39374999999998,8.254
岩手県,58414352,17,39.04583333333333,141.40625,9.087
岩手県,58414354,41,39.04583333333333,141.43125,10.884
岩手県,58414360,39,39.05416666666667,141.38125,8.19
岩手県,58414361,11,39.05416666666667,141.39374999999998,8.899
岩手県,58414362,42,39.05416666666667,141.40625,9.677
岩手県,58414364,27,39.05416666666667,141.43125,11.381
岩手県,58414370,84,39.0625,141.38125,8.936
岩手県,58414371,129,39.0625,141.39374999999998,9.59
岩手県,58414372,25,39.0625,141.40625,10.316
岩手県,58414374,5,39.0625,141.43125,11.929
岩手県,58414375,38,39.0625,141.44375,12.796
岩手県,58414376,26,39.0625,141.45624999999998,13.428
岩手県,58414380,90,39.07083333333334,141.38125,9.714
岩手県,58414381,30,39.07083333333334,141.39374999999998,10.318
岩手県,58414382,2,39.07083333333334,141.40625,10.996
岩手県,58414384,2,39.07083333333334,141.43125,12.521
岩手県,58414385,69,39.07083333333334,141.44375,13.35
岩手県,58414386,29,39.07083333333334,141.45624999999998,12.826
岩手県,58414390,40,39.07916666666667,141.38125,10.515
岩手県,58414391,39,39.07916666666667,141.39374999999998,11.076
岩手県,58414394,12,39.07916666666667,141.43125,13.152
岩手県,58414395,19,39.07916666666667,141.44375,13.156
岩手県,58414396,19,39.07916666666667,141.45624999999998,12.264
岩手県,58414403,6,39.00416666666667,141.54375,7.059
岩手県,58414408,19,39.00416666666667,141.60625,2.173
岩手県,58414409,390,39.00416666666667,141.61875,1.446
岩手県,58414413,36,39.0125,141.54375,6.719
岩手県,58414418,16,39.0125,141.60625,1.792
岩手県,58414419,28,39.0125,141.61875,0.763
岩手県,58414422,22,39.020833333333336,141.53125,7.559
岩手県,58414423,20,39.020833333333336,141.54375,6.494
岩手県,58414424,20,39.020833333333336,141.55625,5.434
岩手県,58414425,78,39.020833333333336,141.56875,4.384
岩手県,58414426,253,39.020833333333336,141.58124999999998,3.353
岩手県,58414427,2,39.020833333333336,141.59375,2.365
岩手県,58414428,8,39.020833333333336,141.60625,1.511
岩手県,58414429,71,39.020833333333336,141.61875,0.888
岩手県,58414430,26,39.02916666666667,141.50625,9.634
岩手県,58414431,22,39.02916666666667,141.51874999999998,8.555
岩手県,58414432,125,39.02916666666667,141.53125,7.476
岩手県,58414436,60,39.02916666666667,141.58124999999998,3.161
岩手県,58414437,192,39.02916666666667,141.59375,2.085
岩手県,58414438,65,39.02916666666667,141.60625,1.016
岩手県,58414439,572,39.02916666666667,141.61875,0.227
岩手県,58414442,5,39.0375,141.53125,7.506
岩手県,58414445,19,39.0375,141.56875,4.293
岩手県,58414446,13,39.0375,141.58124999999998,3.234
岩手県,58414448,206,39.0375,141.60625,1.225
岩手県,58414449,436,39.0375,141.61875,0.608
岩手県,58414451,4,39.04583333333333,141.51874999999998,8.708
岩手県,58414452,10,39.04583333333333,141.53125,7.65
岩手県,58414457,135,39.04583333333333,141.59375,2.643
岩手県,58414458,195,39.04583333333333,141.60625,1.872
岩手県,58414459,58,39.04583333333333,141.61875,1.534
岩手県,58414460,57,39.05416666666667,141.50625,9.967
岩手県,58414467,187,39.05416666666667,141.59375,3.269
岩手県,58414468,83,39.05416666666667,141.60625,2.684
岩手県,58414470,52,39.0625,141.50625,10.245
岩手県,58414476,70,39.0625,141.58124999999998,4.682
岩手県,58414477,285,39.0625,141.59375,4.013
岩手県,58414478,6,39.0625,141.60625,3.553
岩手県,58414480,29,39.07083333333334,141.50625,9.852
岩手県,58414485,6,39.07083333333334,141.56875,6.099
岩手県,58414486,204,39.07083333333334,141.58124999999998,5.39
岩手県,58414487,42,39.07083333333334,141.59375,4.821
岩手県,58414490,37,39.07916666666667,141.50625,9.109
岩手県,58414496,207,39.07916666666667,141.58124999999998,6.157
岩手県,58414497,10,39.07916666666667,141.59375,5.665
岩手県,58414502,165,39.00416666666667,141.65625,0.868
岩手県,58414503,241,39.00416666666667,141.66875,0.867
岩手県,58414504,430,39.00416666666667,141.68125,0.941
岩手県,58414505,359,39.00416666666667,141.69375,1.831
岩手県,58414506,605,39.00416666666667,141.70624999999998,2.856
岩手県,58414507,475,39.00416666666667,141.71875,3.91
岩手県,58414508,4,39.00416666666667,141.73125,4.976
岩手県,58414510,152,39.0125,141.63125,0.437
岩手県,58414511,461,39.0125,141.64374999999998,1.052
岩手県,58414512,638,39.0125,141.65625,0.066
岩手県,58414513,435,39.0125,141.66875,0.519
岩手県,58414514,160,39.0125,141.68125,0.636
岩手県,58414516,317,39.0125,141.70624999999998,2.77
岩手県,58414517,701,39.0125,141.71875,3.848
岩手県,58414520,1297,39.020833333333336,141.63125,0.5
岩手県,58414521,815,39.020833333333336,141.64374999999998,1.251
岩手県,58414522,571,39.020833333333336,141.65625,0.986
岩手県,58414523,333,39.020833333333336,141.66875,1.227
岩手県,58414524,33,39.020833333333336,141.68125,1.28
岩手県,58414526,154,39.020833333333336,141.70624999999998,2.984
岩手県,58414527,96,39.020833333333336,141.71875,4.005
岩手県,58414529,1,39.020833333333336,141.74375,4.612
岩手県,58414530,1396,39.02916666666667,141.63125,1.133
岩手県,58414531,397,39.02916666666667,141.64374999999998,1.828
岩手県,58414532,69,39.02916666666667,141.65625,1.912
岩手県,58414533,103,39.02916666666667,141.66875,2.111
岩手県,58414534,22,39.02916666666667,141.68125,2.143
岩手県,58414536,129,39.02916666666667,141.70624999999998,3.39
岩手県,58414537,73,39.02916666666667,141.71875,3.189
岩手県,58414538,7,39.02916666666667,141.73125,3.343
岩手県,58414539,254,39.02916666666667,141.74375,3.809
岩手県,58414540,160,39.0375,141.63125,1.245
岩手県,58414541,72,39.0375,141.64374999999998,2.25
岩手県,58414547,926,39.0375,141.71875,2.263
岩手県,58414548,50,39.0375,141.73125,2.475
岩手県,58414549,232,39.0375,141.74375,3.075
岩手県,58414557,799,39.04583333333333,141.71875,1.337
岩手県,58414558,52,39.04583333333333,141.73125,1.671
岩手県,58414559,57,39.04583333333333,141.74375,2.475
岩手県,58414567,995,39.05416666666667,141.71875,0.415
岩手県,58414568,15,39.05416666666667,141.73125,1.084
岩手県,58414569,223,39.05416666666667,141.74375,2.114
岩手県,58414576,217,39.0625,141.70624999999998,1.181
岩手県,58414577,2193,39.0625,141.71875,0.109
岩手県,58414579,285,39.0625,141.74375,2.052
岩手県,58414586,696,39.07083333333334,141.70624999999998,1.145
岩手県,58414587,1662,39.07083333333334,141.71875,0.105
岩手県,58414588,40,39.07083333333334,141.73125,1.02
岩手県,58414589,429,39.07083333333334,141.74375,2.097
岩手県,58414593,2,39.07916666666667,141.66875,3.468
岩手県,58414596,1011,39.07916666666667,141.70624999999998,0.554
岩手県,58414597,844,39.07916666666667,141.71875,0.609
岩手県,58414598,101,39.07916666666667,141.73125,1.196
岩手県,58414599,229,39.07916666666667,141.74375,2.191
岩手県,58414620,323,39.020833333333336,141.75625,5.191
岩手県,58414632,49,39.02916666666667,141.78125,6.205
岩手県,58414641,65,39.0375,141.76874999999998,4.808
岩手県,58414643,69,39.0375,141.79375,6.79
岩手県,58414644,136,39.0375,141.80625,7.816
岩手県,58414651,9,39.04583333333333,141.76874999999998,4.448
岩手県,58414652,21,39.04583333333333,141.78125,5.483
岩手県,58414653,472,39.04583333333333,141.79375,6.526
岩手県,58414654,59,39.04583333333333,141.80625,7.58
岩手県,58414655,103,39.04583333333333,141.81875,8.64
岩手県,58414662,3,39.05416666666667,141.78125,5.299
岩手県,58414663,694,39.05416666666667,141.79375,6.373
岩手県,58414664,251,39.05416666666667,141.80625,7.448
岩手県,58414665,5,39.05416666666667,141.81875,8.524
岩手県,58414673,63,39.0625,141.79375,6.352
岩手県,58414674,84,39.0625,141.80625,7.43
岩手県,58414675,58,39.0625,141.81875,8.508
岩手県,58414677,1,39.0625,141.84375,10.666
岩手県,58414685,5,39.07083333333334,141.81875,8.571
岩手県,58414686,6,39.07083333333334,141.83124999999998,9.65
岩手県,58414687,45,39.07083333333334,141.84375,10.729
岩手県,58414688,10,39.07083333333334,141.85625,11.806
岩手県,58414690,13,39.07916666666667,141.75625,3.24
岩手県,58414695,74,39.07916666666667,141.81875,8.597
岩手県,58414697,2,39.07916666666667,141.84375,10.75
岩手県,58415001,52,39.0875,141.01874999999998,5.517
岩手県,58415002,63,39.0875,141.03125,4.75
岩手県,58415003,85,39.0875,141.04375,4.125
岩手県,58415004,87,39.0875,141.05625,3.715
岩手県,58415005,127,39.0875,141.06875,3.593
岩手県,58415006,90,39.0875,141.08124999999998,3.787
岩手県,58415007,100,39.0875,141.09375,4.255
岩手県,58415008,140,39.0875,141.10625,3.985
岩手県,58415009,19,39.0875,141.11875,3.657
岩手県,58415010,39,39.09583333333333,141.00625,5.902
岩手県,58415011,51,39.09583333333333,141.01874999999998,4.964
岩手県,58415012,67,39.09583333333333,141.03125,4.095
岩手県,58415013,51,39.09583333333333,141.04375,3.35
岩手県,58415014,111,39.09583333333333,141.05625,2.829
岩手県,58415015,163,39.09583333333333,141.06875,2.667
岩手県,58415016,350,39.09583333333333,141.08124999999998,2.923
岩手県,58415017,132,39.09583333333333,141.09375,3.508
岩手県,58415018,68,39.09583333333333,141.10625,3.616
岩手県,58415019,66,39.09583333333333,141.11875,3.055
岩手県,58415020,38,39.10416666666666,141.00625,5.546
岩手県,58415021,64,39.10416666666666,141.01874999999998,4.534
岩手県,58415022,63,39.10416666666666,141.03125,3.562
岩手県,58415023,99,39.10416666666666,141.04375,2.673
岩手県,58415024,139,39.10416666666666,141.05625,1.981
岩手県,58415025,174,39.10416666666666,141.06875,1.742
岩手県,58415026,247,39.10416666666666,141.08124999999998,2.114
岩手県,58415027,127,39.10416666666666,141.09375,2.868
岩手県,58415028,221,39.10416666666666,141.10625,2.954
岩手県,58415029,75,39.10416666666666,141.11875,2.232
岩手県,58415030,46,39.1125,141.00625,5.328
岩手県,58415031,91,39.1125,141.01874999999998,4.266
岩手県,58415032,49,39.1125,141.03125,3.214
岩手県,58415033,90,39.1125,141.04375,2.187
岩手県,58415034,159,39.1125,141.05625,1.251
岩手県,58415035,149,39.1125,141.06875,0.82
岩手県,58415036,88,39.1125,141.08124999999998,1.451
岩手県,58415037,176,39.1125,141.09375,2.422
岩手県,58415038,148,39.1125,141.10625,2.351
岩手県,58415039,252,39.1125,141.11875,1.532
岩手県,58415040,30,39.12083333333333,141.00625,5.267
岩手県,58415041,66,39.12083333333333,141.01874999999998,4.189
岩手県,58415042,72,39.12083333333333,141.03125,3.112
岩手県,58415043,127,39.12083333333333,141.04375,2.034
岩手県,58415044,188,39.12083333333333,141.05625,0.96
岩手県,58415045,283,39.12083333333333,141.06875,0.171
岩手県,58415046,241,39.12083333333333,141.08124999999998,1.209
岩手県,58415047,201,39.12083333333333,141.09375,2.285
岩手県,58415048,469,39.12083333333333,141.10625,2.004
岩手県,58415049,999,39.12083333333333,141.11875,0.961
岩手県,58415050,88,39.12916666666666,141.00625,5.368
岩手県,58415051,107,39.12916666666666,141.01874999999998,4.315
岩手県,58415052,142,39.12916666666666,141.03125,3.28
岩手県,58415053,216,39.12916666666666,141.04375,2.283
岩手県,58415054,449,39.12916666666666,141.05625,1.412
岩手県,58415055,270,39.12916666666666,141.06875,1.05
岩手県,58415056,210,39.12916666666666,141.08124999999998,1.593
岩手県,58415057,239,39.12916666666666,141.09375,1.425
岩手県,58415058,439,39.12916666666666,141.10625,1.562
岩手県,58415059,442,39.12916666666666,141.11875,1.042
岩手県,58415060,3,39.1375,141.00625,5.622
岩手県,58415062,53,39.1375,141.03125,3.68
岩手県,58415063,148,39.1375,141.04375,2.829
岩手県,58415064,179,39.1375,141.05625,2.188
岩手県,58415065,282,39.1375,141.06875,1.973
岩手県,58415066,284,39.1375,141.08124999999998,1.485
岩手県,58415067,423,39.1375,141.09375,0.568
岩手県,58415068,252,39.1375,141.10625,0.811
岩手県,58415069,656,39.1375,141.11875,0.852
岩手県,58415070,1,39.14583333333333,141.00625,6.009
岩手県,58415071,7,39.14583333333333,141.01874999999998,5.091
岩手県,58415072,29,39.14583333333333,141.03125,4.249
岩手県,58415073,33,39.14583333333333,141.04375,3.537
岩手県,58415074,170,39.14583333333333,141.05625,3.049
岩手県,58415075,186,39.14583333333333,141.06875,2.534
岩手県,58415076,148,39.14583333333333,141.08124999999998,1.488
岩手県,58415077,258,39.14583333333333,141.09375,0.575
岩手県,58415078,388,39.14583333333333,141.10625,0.769
岩手県,58415079,1055,39.14583333333333,141.11875,0.576
岩手県,58415080,34,39.15416666666667,141.00625,6.506
岩手県,58415081,60,39.15416666666667,141.01874999999998,5.669
岩手県,58415083,28,39.15416666666667,141.04375,4.329
岩手県,58415084,74,39.15416666666667,141.05625,3.831
岩手県,58415085,126,39.15416666666667,141.06875,2.854
岩手県,58415086,208,39.15416666666667,141.08124999999998,1.985
岩手県,58415087,193,39.15416666666667,141.09375,1.424
岩手県,58415088,184,39.15416666666667,141.10625,1.498
岩手県,58415089,197,39.15416666666667,141.11875,1.198
岩手県,58415090,6,39.1625,141.00625,7.09
岩手県,58415091,17,39.1625,141.01874999999998,6.331
岩手県,58415092,66,39.1625,141.03125,5.676
岩手県,58415093,51,39.1625,141.04375,5.165
岩手県,58415094,81,39.1625,141.05625,4.257
岩手県,58415095,112,39.1625,141.06875,3.404
岩手県,58415096,64,39.1625,141.08124999999998,2.717
岩手県,58415097,217,39.1625,141.09375,2.323
岩手県,58415098,219,39.1625,141.10625,2.369
岩手県,58415099,744,39.1625,141.11875,1.497
岩手県,58415100,190,39.0875,141.13125,3.632
岩手県,58415101,127,39.0875,141.14374999999998,3.859
岩手県,58415102,190,39.0875,141.15625,4.257
岩手県,58415103,322,39.0875,141.16875,4.382
岩手県,58415104,21,39.0875,141.18125,4.663
岩手県,58415105,129,39.0875,141.19375,5.158
岩手県,58415106,20,39.0875,141.20624999999998,5.813
岩手県,58415110,390,39.09583333333333,141.13125,2.813
岩手県,58415111,118,39.09583333333333,141.14374999999998,2.97
岩手県,58415112,217,39.09583333333333,141.15625,3.438
岩手県,58415113,187,39.09583333333333,141.16875,3.468
岩手県,58415114,343,39.09583333333333,141.18125,3.816
岩手県,58415115,80,39.09583333333333,141.19375,4.407
岩手県,58415116,26,39.09583333333333,141.20624999999998,5.159
岩手県,58415117,62,39.09583333333333,141.21875,6.01
岩手県,58415120,223,39.10416666666666,141.13125,1.888
岩手県,58415121,140,39.10416666666666,141.14374999999998,2.115
岩手県,58415122,172,39.10416666666666,141.15625,2.522
岩手県,58415123,128,39.10416666666666,141.16875,2.563
岩手県,58415124,207,39.10416666666666,141.18125,3.017
岩手県,58415125,25,39.10416666666666,141.19375,3.737
岩手県,58415126,86,39.10416666666666,141.20624999999998,4.599
岩手県,58415127,17,39.10416666666666,141.21875,5.537
岩手県,58415128,23,39.10416666666666,141.23125,6.519
岩手県,58415130,568,39.1125,141.13125,0.965
岩手県,58415131,1299,39.1125,141.14374999999998,1.356
岩手県,58415132,940,39.1125,141.15625,1.618
岩手県,58415133,1043,39.1125,141.16875,1.681
岩手県,58415134,68,39.1125,141.18125,2.315
岩手県,58415135,69,39.1125,141.19375,3.197
岩手県,58415137,44,39.1125,141.21875,5.188
岩手県,58415138,36,39.1125,141.23125,6.225
岩手県,58415139,18,39.1125,141.24375,7.274
岩手県,58415140,2516,39.12083333333333,141.13125,0.122
岩手県,58415141,840,39.12083333333333,141.14374999999998,0.833
岩手県,58415142,1747,39.12083333333333,141.15625,0.769
岩手県,58415143,735,39.12083333333333,141.16875,0.895
岩手県,58415144,45,39.12083333333333,141.18125,1.826
岩手県,58415145,56,39.12083333333333,141.19375,2.863
岩手県,58415146,54,39.12083333333333,141.20624999999998,3.922
岩手県,58415147,24,39.12083333333333,141.21875,4.989
岩手県,58415148,75,39.12083333333333,141.23125,6.06
岩手県,58415149,46,39.12083333333333,141.24375,7.053
岩手県,58415150,4125,39.12916666666666,141.13125,0.51
岩手県,58415151,2699,39.12916666666666,141.14374999999998,0.354
岩手県,58415152,3083,39.12916666666666,141.15625,0.32
岩手県,58415153,480,39.12916666666666,141.16875,0.702
岩手県,58415154,76,39.12916666666666,141.18125,1.74
岩手県,58415155,222,39.12916666666666,141.19375,2.808
岩手県,58415156,403,39.12916666666666,141.20624999999998,3.882
岩手県,58415157,170,39.12916666666666,141.21875,4.794
岩手県,58415159,20,39.12916666666666,141.24375,6.548
岩手県,58415160,3699,39.1375,141.13125,0.289
岩手県,58415161,2481,39.1375,141.14374999999998,0.241
岩手県,58415162,3857,39.1375,141.15625,0.788
岩手県,58415163,740,39.1375,141.16875,1.379
岩手県,58415164,744,39.1375,141.18125,2.106
岩手県,58415165,479,39.1375,141.19375,2.692
岩手県,58415166,53,39.1375,141.20624999999998,3.374
岩手県,58415167,25,39.1375,141.21875,4.224
岩手県,58415168,8,39.1375,141.23125,5.159
岩手県,58415169,2,39.1375,141.24375,6.142
岩手県,58415170,2754,39.14583333333333,141.13125,0.613
岩手県,58415171,3123,39.14583333333333,141.14374999999998,0.325
岩手県,58415172,1076,39.14583333333333,141.15625,0.367
岩手県,58415173,82,39.14583333333333,141.16875,1.147
岩手県,58415174,591,39.14583333333333,141.18125,1.418
岩手県,58415175,466,39.14583333333333,141.19375,1.955
岩手県,58415176,69,39.14583333333333,141.20624999999998,2.82
岩手県,58415177,69,39.14583333333333,141.21875,3.796
岩手県,58415178,78,39.14583333333333,141.23125,4.816
岩手県,58415179,9,39.14583333333333,141.24375,5.856
岩手県,58415180,1391,39.15416666666667,141.13125,0.123
岩手県,58415181,1754,39.15416666666667,141.14374999999998,0.66
岩手県,58415182,529,39.15416666666667,141.15625,0.527
岩手県,58415183,168,39.15416666666667,141.16875,0.903
岩手県,58415184,306,39.15416666666667,141.18125,0.549
岩手県,58415185,117,39.15416666666667,141.19375,1.453
岩手県,58415186,102,39.15416666666667,141.20624999999998,2.498
岩手県,58415187,43,39.15416666666667,141.21875,3.563
岩手県,58415188,99,39.15416666666667,141.23125,4.634
岩手県,58415189,26,39.15416666666667,141.24375,5.708
岩手県,58415190,1020,39.1625,141.13125,0.907
岩手県,58415191,454,39.1625,141.14374999999998,1.314
岩手県,58415192,97,39.1625,141.15625,1.454
岩手県,58415193,69,39.1625,141.16875,0.907
岩手県,58415194,315,39.1625,141.18125,0.555
岩手県,58415195,202,39.1625,141.19375,1.455
岩手県,58415196,95,39.1625,141.20624999999998,2.5
岩手県,58415199,5,39.1625,141.24375,5.708
岩手県,58415207,15,39.0875,141.34375,10.303
岩手県,58415208,45,39.0875,141.35625,10.549
岩手県,58415209,2,39.0875,141.36875,10.896
岩手県,58415216,10,39.09583333333333,141.33124999999998,11.092
岩手県,58415217,25,39.09583333333333,141.34375,11.216
岩手県,58415218,20,39.09583333333333,141.35625,11.442
岩手県,58415219,17,39.09583333333333,141.36875,11.763
岩手県,58415221,27,39.10416666666666,141.26874999999998,9.59
岩手県,58415222,17,39.10416666666666,141.28125,10.636
岩手県,58415225,5,39.10416666666666,141.31875,11.997
岩手県,58415226,30,39.10416666666666,141.33124999999998,12.016
岩手県,58415230,45,39.1125,141.25625,8.331
岩手県,58415231,31,39.1125,141.26874999999998,9.355
岩手県,58415232,3,39.1125,141.28125,10.276
岩手県,58415236,73,39.1125,141.33124999999998,12.941
岩手県,58415237,7,39.1125,141.34375,13.048
岩手県,58415240,55,39.12083333333333,141.25625,7.948
岩手県,58415245,10,39.12083333333333,141.31875,12.853
岩手県,58415247,1,39.12083333333333,141.34375,13.966
岩手県,58415250,20,39.12916666666666,141.25625,7.504
岩手県,58415251,22,39.12916666666666,141.26874999999998,8.489
岩手県,58415252,8,39.12916666666666,141.28125,9.494
岩手県,58415260,31,39.1375,141.25625,7.152
岩手県,58415261,5,39.1375,141.26874999999998,8.18
岩手県,58415269,16,39.1375,141.36875,16.198
岩手県,58415282,3,39.15416666666667,141.28125,8.934
岩手県,58415283,8,39.15416666666667,141.29375,10.011
岩手県,58415285,3,39.15416666666667,141.31875,12.165
岩手県,58415286,10,39.15416666666667,141.33124999999998,13.242
岩手県,58415287,11,39.15416666666667,141.34375,14.319
岩手県,58415288,2,39.15416666666667,141.35625,15.396
岩手県,58415290,11,39.1625,141.25625,6.783
岩手県,58415292,5,39.1625,141.28125,8.934
岩手県,58415293,20,39.1625,141.29375,10.011
岩手県,58415294,38,39.1625,141.30625,11.087
岩手県,58415295,119,39.1625,141.31875,12.164
岩手県,58415296,138,39.1625,141.33124999999998,13.241
岩手県,58415297,13,39.1625,141.34375,14.318
岩手県,58415299,8,39.1625,141.36875,16.473
岩手県,58415300,5,39.0875,141.38125,11.336
岩手県,58415301,1,39.0875,141.39374999999998,11.858
岩手県,58415310,5,39.09583333333333,141.38125,12.171
岩手県,58415320,7,39.10416666666666,141.38125,13.019
岩手県,58415321,2,39.10416666666666,141.39374999999998,13.476
岩手県,58415330,22,39.1125,141.38125,13.878
岩手県,58415340,55,39.12083333333333,141.38125,14.744
岩手県,58415359,2,39.12916666666666,141.49375,6.917
岩手県,58415368,15,39.1375,141.48125,7.84
岩手県,58415369,7,39.1375,141.49375,6.766
岩手県,58415376,13,39.14583333333333,141.45624999999998,9.972
岩手県,58415377,16,39.14583333333333,141.46875,8.895
岩手県,58415378,31,39.14583333333333,141.48125,7.817
岩手県,58415379,10,39.14583333333333,141.49375,6.74
岩手県,58415398,19,39.1625,141.48125,8.096
岩手県,58415399,16,39.1625,141.49375,7.062
岩手県,58415400,21,39.0875,141.50625,8.402
岩手県,58415406,57,39.0875,141.58124999999998,6.264
岩手県,58415407,35,39.0875,141.59375,6.492
岩手県,58415410,3,39.09583333333333,141.50625,7.742
岩手県,58415416,49,39.09583333333333,141.58124999999998,5.346
岩手県,58415417,91,39.09583333333333,141.59375,5.612
岩手県,58415426,56,39.10416666666666,141.58124999999998,4.433
岩手県,58415427,38,39.10416666666666,141.59375,4.75
岩手県,58415436,93,39.1125,141.58124999999998,3.526
岩手県,58415437,2,39.1125,141.59375,3.917
岩手県,58415446,6,39.12083333333333,141.58124999999998,2.633
岩手県,58415447,12,39.12083333333333,141.59375,3.137
岩手県,58415448,4,39.12083333333333,141.60625,3.883
岩手県,58415453,17,39.12916666666666,141.54375,2.891
岩手県,58415456,163,39.12916666666666,141.58124999999998,1.774
岩手県,58415457,39,39.12916666666666,141.59375,2.462
岩手県,58415463,29,39.1375,141.54375,2.509
岩手県,58415465,63,39.1375,141.56875,0.704
岩手県,58415466,709,39.1375,141.58124999999998,1.04
岩手県,58415467,19,39.1375,141.59375,1.999
岩手県,58415468,5,39.1375,141.60625,3.038
岩手県,58415473,78,39.14583333333333,141.54375,2.438
岩手県,58415474,145,39.14583333333333,141.55625,1.372
岩手県,58415475,438,39.14583333333333,141.56875,0.383
岩手県,58415476,293,39.14583333333333,141.58124999999998,0.857
岩手県,58415477,163,39.14583333333333,141.59375,1.909
岩手県,58415478,86,39.14583333333333,141.60625,2.98
岩手県,58415479,4,39.14583333333333,141.61875,4.055
岩手県,58415480,6,39.15416666666667,141.50625,5.782
岩手県,58415481,16,39.15416666666667,141.51874999999998,4.733
岩手県,58415482,32,39.15416666666667,141.53125,3.701
岩手県,58415483,120,39.15416666666667,141.54375,2.704
