市区町村,人口
和歌山市,356729.0
海南市,48369.0
橋本市,60818.0
有田市,26538.0
御坊市,23481.0
田辺市,69870.0
新宮市,27171.0
紀の川市,58816.0
岩出市,53967.0
紀美野町,8256.0
かつらぎ町,15967.0
九度山町,3856.0
高野町,2970.0
湯浅町,11122.0
広川町,6781.0
有田川町,25258.0
美浜町,6867.0
日高町,7673.0
由良町,5364.0
印南町,7720.0
みなべ町,11818.0
日高川町,9219.0
白浜町,20262.0
上富田町,15236.0
すさみ町,3685.0
那智勝浦町,14137.0
太地町,2791.0
古座川町,2480.0
北山村,404.0
串本町,14959.0
