市区町村,人口
山形市,247590.0
米沢市,81252.0
鶴岡市,122347.0
酒田市,100273.0
新庄市,34432.0
寒河江市,40189.0
上山市,29110.0
村山市,22516.0
長井市,26543.0
天童市,62140.0
東根市,47682.0
尾花沢市,14971.0
南陽市,30420.0
山辺町,13725.0
中山町,10746.0
河北町,17641.0
西川町,4956.0
朝日町,6366.0
大江町,7646.0
大石田町,6577.0
金山町,5071.0
最上町,8080.0
舟形町,5007.0
真室川町,7203.0
大蔵村,3028.0
鮭川村,3902.0
戸沢村,4199.0
高畠町,22463.0
川西町,14558.0
小国町,7107.0
白鷹町,12890.0
飯豊町,6613.0
三川町,7601.0
庄内町,20151.0
遊佐町,13032.0
