市区町村,人口
盛岡市,289731.0
宮古市,50369.0
大船渡市,34728.0
花巻市,93193.0
北上市,93045.0
久慈市,33043.0
遠野市,25366.0
一関市,111932.0
陸前高田市,18262.0
釜石市,32078.0
二戸市,25513.0
八幡平市,24023.0
奥州市,112937.0
滝沢市,55579.0
雫石町,15731.0
葛巻町,5634.0
岩手町,12285.0
紫波町,32147.0
矢巾町,28056.0
西和賀町,5134.0
金ケ崎町,15535.0
平泉町,7252.0
住田町,5045.0
大槌町,11004.0
山田町,14320.0
岩泉町,8726.0
田野畑村,3059.0
普代村,2487.0
軽米町,8421.0
野田村,3936.0
九戸村,5378.0
洋野町,15091.0
一戸町,11494.0
