company,store_name,address,latitude,longitude
ウエルシア,ウエルシアいわき中央台東店,福島県いわき市中央台高久2-25-1,37.006136,140.932003
ウエルシア,ウエルシアいわき平中神谷店,福島県いわき市平中神谷字六本榎9-3,37.060008,140.930461
ウエルシア,ウエルシアいわき錦店,福島県いわき市錦町花ノ井30-1,36.908128,140.780481
ウエルシア,ウエルシアヨークタウンいわき泉玉露店,福島県いわき市泉玉露2-10-1ヨークタウン内,36.952207,140.852647
ウエルシア,ウエルシア二本松安達店,福島県二本松市油井濡石27-1,37.605732,140.464482
ウエルシア,ウエルシア伊達保原北店,福島県伊達市保原町大和107-1,37.827534,140.564781
ウエルシア,ウエルシア伊達保原店,福島県伊達市保原町前田町27-2,37.811325,140.554918
ウエルシア,ウエルシア伊達国見店,福島県伊達郡国見町藤田字中沢一10-1,37.869819,140.545413
ウエルシア,ウエルシア伊達新梁川店,福島県伊達市梁川町広瀬町43,37.845876,140.606116
ウエルシア,ウエルシア伊達桑折店,福島県伊達郡桑折町北町50-1,37.846074,140.5213
ウエルシア,ウエルシア会津坂下東店,福島県河沼郡会津坂下町小川原945,37.554175,139.832651
ウエルシア,ウエルシア会津美里店,福島県大沼郡会津美里町思堀25,37.454262,139.898157
ウエルシア,ウエルシア会津若松湯川店,福島県会津若松市湯川町4-10,37.485084,139.923527
ウエルシア,ウエルシア南相馬原ノ町駅前店,福島県南相馬市原町区旭町2-52-1,37.634632,140.972029
ウエルシア,ウエルシア喜多方常盤台店,福島県喜多方市常盤台46-1,37.664603,139.875211
ウエルシア,ウエルシア小野新町店,福島県田村郡小野町小野新町品ノ木1-1,37.290317,140.625467
ウエルシア,ウエルシア岩瀬鏡石店,福島県岩瀬郡鏡石町不時沼205,37.252785,140.350265
ウエルシア,ウエルシア東白川棚倉店,福島県東白川郡棚倉町流字餅田16-1,37.012111,140.394724
ウエルシア,ウエルシア田村船引店,福島県田村市船引町船引宮ノ前81,37.437296,140.56097
ウエルシア,ウエルシア福島八島田店,福島県福島市八島田8-1,37.764806,140.434719
ウエルシア,ウエルシア福島大森店,福島県福島市大森堂ノ裏62,37.728763,140.446552
ウエルシア,ウエルシア福島早稲店,福島県福島市早稲町8-22一番丁キャッスル1F,37.748199,140.467044
ウエルシア,ウエルシア福島本宮店,福島県本宮市本宮舘町194,37.516016,140.401701
ウエルシア,ウエルシア福島玉川店,福島県石川郡玉川村小高稲荷畷24-1,37.209058,140.409856
ウエルシア,ウエルシア福島鎌田店,福島県福島市鎌田西5-1,37.788286,140.48752
